key;ID;speciesStrain;speciesStrainComp;genus;genusComp;species;speciesComp;strain;cultureNo;typeStrain;misclassified;gram;oxygen;substrate;genomeAccNo;usedAccNo;ncbiFTP_FAA
532;1696;Bifidobacterium breve S50 (Variant a);bifidobacteriumbreves50varianta;Bifidobacterium;bifidobacterium;Bifidobacterium breve;bifidobacteriumbreve;S50 (Variant a);DSM 20091|ATCC 15698|JCM 1273|CCUG 24611|CIP 64.66|KCTC 3461|LMG 10737|NCFB 2258;no;;;anaerobic;cellobiose|D-arabinose|D-arabitol|D-fructose|D-fucose|D-galactose|D-glucose|D-lyxose|D-mannitol|D-mannose|D-ribose|D-tagatose|D-xylose|erythritol|esculin|galactitol|glycerol|glycogen|inulin|lactose|L-arabinose|L-arabitol|L-fucose|L-rhamnose|L-sorbose|L-xylose|maltose|melezitose|melibiose|methyl alpha-D-glucopyranoside|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|N-acetylglucosamine|Potassium 2-ketogluconate|Potassium 5-ketogluconate|raffinose|ribitol|salicin|starch|trehalose|xylitol;GCA_000569035|1385941.3|1685.7|CP006714|2565956583;GCA_000569035;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/569/035/GCA_000569035.1_ASM56903v1/GCA_000569035.1_ASM56903v1_protein.faa.gz
533;164528;Bifidobacterium callimiconis 2028B;bifidobacteriumcallimiconis2028b;Bifidobacterium;bifidobacterium;Bifidobacterium callimiconis;bifidobacteriumcallimiconis;2028B;JCM 33352|CCUG 72814|LMG 30938;yes;;;facultative;cellobiose|D-arabinose|D-fructose|D-galactose|D-glucose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-xylose|gelatin|inulin|L-fucose|L-rhamnose|maltodextrin|melibiose|N-acetylgalactosamine|N-acetylglucosamine|nitrate|pullulan|raffinose|starch|sucrose|trehalose|turanose;2306973.5|GCA_003952005|GCA_018555655|2306973.3|QXGJ00000000|2867271487;GCA_003952005;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/952/005/GCA_003952005.1_ASM395200v1/GCA_003952005.1_ASM395200v1_protein.faa.gz
534;1754;Bifidobacterium callitrichos AFB22-5;bifidobacteriumcallitrichosafb225;Bifidobacterium;bifidobacterium;Bifidobacterium callitrichos;bifidobacteriumcallitrichos;AFB22-5;DSM 23973|JCM 17296|KCTC 15334;yes;;;anaerobic;arbutin|cellobiose|D-arabinose|D-arabitol|D-fructose|D-fucose|D-galactose|D-glucose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-tagatose|D-xylose|erythritol|esculin|galactitol|gentiobiose|gluconate|glycerol|glycogen|lactose|L-arabinose|L-arabitol|L-fucose|L-rhamnose|L-sorbose|L-xylose|maltose|melezitose|melibiose|methyl alpha-D-glucopyranoside|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|N-acetylglucosamine|Potassium 2-ketogluconate|Potassium 5-ketogluconate|raffinose|ribitol|salicin|starch|sucrose|trehalose|xylitol;GCA_008698085|GCA_000741175|GCA_003024955|1437609.4|762209.8|762209.5|GCA_000771665|2865965909|GCA_003024945|1437609.3|JDUV00000000|2597490241|2700989375|JGYS00000000|762209.6;GCA_008698085;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/698/085/GCA_008698085.1_ASM869808v1/GCA_008698085.1_ASM869808v1_protein.faa.gz
535;164527;Bifidobacterium castoris 2020B;bifidobacteriumcastoris2020b;Bifidobacterium;bifidobacterium;Bifidobacterium castoris;bifidobacteriumcastoris;2020B;JCM 33351|CCUG 72816|LMG 30937;yes;;;facultative;cellobiose|D-arabinose|D-fructose|D-galactose|D-glucose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-xylose|gelatin|inulin|L-fucose|L-rhamnose|maltodextrin|melibiose|N-acetylgalactosamine|N-acetylglucosamine|nitrate|pullulan|raffinose|starch|sucrose|trehalose|turanose;2868066422|GCA_003952025|2306972.3|QXGI00000000;GCA_003952025;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/952/025/GCA_003952025.1_ASM395202v1/GCA_003952025.1_ASM395202v1_protein.faa.gz
536;1697;Bifidobacterium catenulatum catenulatum B669;bifidobacteriumcatenulatumcatenulatumb669;Bifidobacterium;bifidobacterium;Bifidobacterium catenulatum;bifidobacteriumcatenulatum;catenulatum B669;DSM 16992|ATCC 27539|CECT 7362|CIP 104175|DSM 20103|CCUG 18366|JCM 1194|BCRC 14667|CCM 4989|CGMCC 1.2197|HAMBI 560|KCTC 3221|LMG 11043|NCAIM B.02017|NCFB 2246|NCIMB 702246|VTT E-011764;yes;;;anaerobic;arginine|D-arabinose|D-arabitol|D-fucose|D-galactose|D-lyxose|D-mannitol|D-mannose|D-tagatose|D-xylose|erythritol|esculin|galactitol|glycerol|glycogen|L-arabinose|L-arabitol|L-fucose|L-glutamate|L-rhamnose|L-sorbose|L-xylose|melezitose|methyl beta-D-xylopyranoside|myo-inositol|nitrate|Potassium 2-ketogluconate|raffinose|ribitol|starch|tryptophan|urea|xylitol;GCA_001025195|GCA_902381755|GCA_000741565|GCA_002075855|1686.211|GCA_902167655|GCA_902167905|1686.199|GCA_018367525|566552.18|1686.206|GCA_000771025|GCA_018380495|1686.213|1686.7|566552.16|1686.6|1686.2|GCA_018374575|1686.212|GCA_015548935|GCA_901212515|1686.202|1686.201|1686.214|566552.4|1686.195|566552.17|GCA_009160805|GCA_000173455|1686.207|GCA_019413755|GCA_009160765|GCA_905207145;GCA_001025195;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/025/195/GCA_001025195.1_ASM102519v1/GCA_001025195.1_ASM102519v1_protein.faa.gz
537;1751;Bifidobacterium catenulatum kashiwanohense HM2-2;bifidobacteriumcatenulatumkashiwanohensehm22;Bifidobacterium;bifidobacterium;Bifidobacterium catenulatum;bifidobacteriumcatenulatum;kashiwanohense HM2-2;DSM 21854|JCM 15439|KCTC 15185;yes;;;anaerobic;cellobiose|D-arabinose|D-arabitol|D-fucose|D-galactose|D-glucose|D-lyxose|D-mannitol|D-mannose|D-ribose|D-tagatose|erythritol|esculin|galactitol|glycerol|glycogen|inulin|L-arabitol|L-fucose|L-rhamnose|L-sorbose|L-xylose|melezitose|methyl alpha-D-glucopyranoside|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|N-acetylglucosamine|Potassium 2-ketogluconate|ribitol|salicin|starch|trehalose|xylitol;GCA_001042615|GCA_009684555|AP012327|GCA_000741605|630129.12|1150460.3|1150460.13|JGYY00000000|1150460.7|2675903275|GCA_000771545|1682.71|JDUP00000000|1150460.6|2597490256|1150460.12;GCA_001042615;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/042/615/GCA_001042615.1_ASM104261v1/GCA_001042615.1_ASM104261v1_protein.faa.gz
538;158387;Bifidobacterium catulorum;bifidobacteriumcatulorum;Bifidobacterium;bifidobacterium;Bifidobacterium catulorum;bifidobacteriumcatulorum;;DSM 103154|MRM 8.19|JCM 31794;yes;;;microaerophilic;amygdalin|arbutin|cellobiose|D-arabinose|D-arabitol|D-fructose|D-fucose|D-galactose|D-glucose|D-lyxose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-tagatose|D-xylose|erythritol|esculin|esculin ferric citrate|galactitol|gelatin|gentiobiose|glycerol|glycogen|inulin|lactose|L-arabinose|L-arabitol|L-fucose|L-rhamnose|L-sorbose|L-xylose|maltose|melezitose|melibiose|methyl alpha-D-glucopyranoside|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|N-acetylglucosamine|nitrate|potassium 2-dehydro-D-gluconate|potassium 5-dehydro-D-gluconate|potassium gluconate|raffinose|ribitol|salicin|starch|sucrose|trehalose|turanose|xylitol;GCA_003129925|1630173.3|2862026651;GCA_003129925;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/129/925/GCA_003129925.1_ASM312992v1/GCA_003129925.1_ASM312992v1_protein.faa.gz
539;1699;Bifidobacterium choerinum SU806;bifidobacteriumchoerinumsu806;Bifidobacterium;bifidobacterium;Bifidobacterium choerinum;bifidobacteriumchoerinum;SU806;DSM 20434|ATCC 27686|CCUG 24609|JCM 1212|CGMCC 1.2276|CIP 103378|KCTC 3275|LMG 10510;yes;;;anaerobic;amygdalin|arbutin|cellobiose|D-arabinose|D-arabitol|D-fructose|D-fucose|D-galactose|D-glucose|D-lyxose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-tagatose|D-xylose|erythritol|esculin|galactitol|gentiobiose|gluconate|glycerol|glycogen|inulin|lactose|L-arabinose|L-arabitol|L-fucose|L-rhamnose|L-sorbose|L-xylose|maltose|melezitose|melibiose|methyl alpha-D-glucopyranoside|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|N-acetylglucosamine|Potassium 2-ketogluconate|Potassium 5-ketogluconate|raffinose|ribitol|salicin|starch|sucrose|trehalose|turanose|xylitol;GCA_002761235|GCA_000741135|1121107.3|35760.7|35760.3|35760.5|2597490261|GCA_000484675|2811995075|GCA_000771425|1121107.4|JGYU00000000|JDUJ00000000|AXVO00000000|2529292584|2660238656;GCA_002761235;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/761/235/GCA_002761235.1_ASM276123v1/GCA_002761235.1_ASM276123v1_protein.faa.gz
540;131372;Bifidobacterium commune H23-83;bifidobacteriumcommuneh2383;Bifidobacterium;bifidobacterium;Bifidobacterium commune;bifidobacteriumcommune;H23-83;DSM 28792|LMG 28292;yes;;;anaerobic;D-arabinose|D-arabitol|D-fucose|D-lyxose|D-mannitol|D-mannose|D-sorbitol|D-tagatose|D-xylose|erythritol|esculin|galactitol|gluconate|glycerol|glycogen|inulin|lactose|L-arabinose|L-arabitol|L-fucose|L-rhamnose|L-sorbose|L-xylose|melezitose|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|N-acetylglucosamine|Potassium 2-ketogluconate|Potassium 5-ketogluconate|ribitol|starch|trehalose|xylitol;GCA_900094885|2824199081|1505727.12|1505727.11|2616644832|GCA_014191315;GCA_900094885;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/094/885/GCA_900094885.1_IMG-taxon_2616644832_annotated_assembly/GCA_900094885.1_IMG-taxon_2616644832_annotated_assembly_protein.faa.gz
541;1704;Bifidobacterium dentium B764;bifidobacteriumdentiumb764;Bifidobacterium;bifidobacterium;Bifidobacterium dentium;bifidobacteriumdentium;B764;DSM 20436|ATCC 27534|JCM 1195|BCRC 14662|CCUG 17378|CCUG 18367|CECT 687|CGMCC 1.2188|CIP 104176|KCTC 3222|LMG 10506|NCFB 2243|NCTC 11816;yes;;;anaerobic;amygdalin|arbutin|cellobiose|D-arabinose|D-arabitol|D-fructose|D-fucose|D-galactose|D-glucose|D-lyxose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-tagatose|D-xylose|erythritol|esculin|galactitol|gentiobiose|glycerol|glycogen|inulin|lactose|L-arabinose|L-arabitol|L-fucose|L-rhamnose|L-sorbose|L-xylose|maltose|melezitose|melibiose|methyl alpha-D-glucopyranoside|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|N-acetylglucosamine|Potassium 5-ketogluconate|raffinose|ribitol|salicin|starch|sucrose|trehalose|turanose|xylitol;GCA_900637175|1689.18|2816332288|AP012326|JDUY00000000|FNSE00000000|2634166294|LR134349;GCA_900637175;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/175/GCA_900637175.1_49569_F01/GCA_900637175.1_49569_F01_protein.faa.gz
542;164531;Bifidobacterium dolichotidis 2036B;bifidobacteriumdolichotidis2036b;Bifidobacterium;bifidobacterium;Bifidobacterium dolichotidis;bifidobacteriumdolichotidis;2036B;JCM 33355|CCUG 72818|LMG 30941;yes;;;facultative;cellobiose|D-arabinose|D-fructose|D-galactose|D-glucose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-xylose|gelatin|inulin|L-fucose|L-rhamnose|maltodextrin|melibiose|N-acetylgalactosamine|N-acetylglucosamine|nitrate|pullulan|raffinose|starch|sucrose|trehalose|turanose;2867278111|GCA_003951975|QXGM00000000|2306976.3;GCA_003951975;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/975/GCA_003951975.1_ASM395197v1/GCA_003951975.1_ASM395197v1_protein.faa.gz
543;132454;Bifidobacterium eulemuris LMM_E3;bifidobacteriumeulemurislmme3;Bifidobacterium;bifidobacterium;Bifidobacterium eulemuris;bifidobacteriumeulemuris;LMM_E3;DSM 100216|JCM 30801;yes;;;microaerophilic;amygdalin|arbutin|cellobiose|D-arabinose|D-arabitol|D-fructose|D-fucose|D-galactose|D-glucose|D-lyxose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-tagatose|D-xylose|erythritol|esculin|galactitol|gentiobiose|gluconate|glycerol|glycogen|inulin|lactose|L-arabinose|L-arabitol|L-fucose|L-rhamnose|L-sorbose|L-xylose|maltose|melezitose|melibiose|methyl alpha-D-glucopyranoside|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|milk|myo-inositol|N-acetylglucosamine|nitrate|potassium 2-dehydro-D-gluconate|Potassium 2-ketogluconate|potassium 5-dehydro-D-gluconate|Potassium 5-ketogluconate|potassium gluconate|raffinose|ribitol|salicin|starch|sucrose|trehalose|turanose|xylitol;GCA_014898155|GCA_002259685|2791355248|1765219.7|1765219.3;GCA_014898155;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/898/155/GCA_014898155.1_ASM1489815v1/GCA_014898155.1_ASM1489815v1_protein.faa.gz
544;1732;Bifidobacterium gallicum P6;bifidobacteriumgallicump6;Bifidobacterium;bifidobacterium;Bifidobacterium gallicum;bifidobacteriumgallicum;P6;DSM 20093|ATCC 49850|JCM 8224|CCUG 34979|CGMCC 1.2274|CIP 103417|KCTC 3277|LMG 11596;yes;;;anaerobic;amygdalin|arginine|cellobiose|D-arabinose|D-arabitol|D-fructose|D-fucose|D-galactose|D-glucose|D-lyxose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-tagatose|D-xylose|erythritol|esculin|galactitol|gentiobiose|gluconate|glycerol|glycogen|inulin|lactose|L-arabinose|L-arabitol|L-fucose|L-glutamate|L-rhamnose|L-sorbose|L-xylose|maltose|melezitose|melibiose|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|N-acetylglucosamine|nitrate|Potassium 2-ketogluconate|Potassium 5-ketogluconate|raffinose|ribitol|salicin|starch|sucrose|trehalose|tryptophan|turanose|urea|xylitol;GCA_000741205|GCA_000173375|GCA_000771165|GCA_902375315|561180.13|ABXB00000000|JGYW00000000|561180.4|2597490252|2562617144|JDTW00000000|2671180475|78342.5|561180.15;GCA_000741205;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/741/205/GCA_000741205.1_Bifgalcum/GCA_000741205.1_Bifgalcum_protein.faa.gz
545;1705;Bifidobacterium gallinarum gallinarum Ch 206-5;bifidobacteriumgallinarumgallinarumch2065;Bifidobacterium;bifidobacterium;Bifidobacterium gallinarum;bifidobacteriumgallinarum;gallinarum Ch 206-5;DSM 20670|ATCC 33777|CCUG 34990|JCM 6291|BCRC 14679|CGMCC 1.2283|KCTC 3235|LMG 11586;yes;;;anaerobic;arginine|D-mannose|L-glutamate|nitrate|raffinose|tryptophan|urea;GCA_004135085|GCA_000741215|GCA_000771505|1437602.3|GCA_002314335|GCA_020743435|78344.18|JDUN00000000|2690316009|JGYX00000000|2597490217|78344.3|78344.6|2850399204;GCA_004135085;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/135/085/GCA_004135085.1_ASM413508v1/GCA_004135085.1_ASM413508v1_protein.faa.gz
546;1729;Bifidobacterium gallinarum saeculare RA161;bifidobacteriumgallinarumsaecularera161;Bifidobacterium;bifidobacterium;Bifidobacterium gallinarum;bifidobacteriumgallinarum;saeculare RA161;DSM 6531|ATCC 49392|JCM 8223|CCUG 34977|CGMCC 1.2278|KCTC 3427|LMG 14934;yes;;;anaerobic;arbutin|cellobiose|D-arabinose|D-arabitol|D-fructose|D-fucose|D-galactose|D-glucose|D-lyxose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-tagatose|D-xylose|erythritol|esculin|galactitol|gentiobiose|gluconate|glycerol|glycogen|inulin|lactose|L-arabinose|L-arabitol|L-fucose|L-rhamnose|L-sorbose|L-xylose|maltose|melezitose|melibiose|methyl alpha-D-glucopyranoside|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|N-acetylglucosamine|Potassium 2-ketogluconate|Potassium 5-ketogluconate|raffinose|ribitol|salicin|starch|sucrose|trehalose|turanose|xylitol;GCA_000741375|GCA_000770965|GCA_016899995|GCA_016899725|78257.11|78257.12|78257.1|GCA_016900615|1437611.3|JDTM00000000|GCA_016899675|GCA_016899575|2660238131|2600254983|1437611.4|JGZM00000000|78257.9|78257.8;GCA_000741375;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/741/375/GCA_000741375.1_Bifsae/GCA_000741375.1_Bifsae_protein.faa.gz
547;1706;Bifidobacterium globosum RU224;bifidobacteriumglobosumru224;Bifidobacterium;bifidobacterium;Bifidobacterium globosum;bifidobacteriumglobosum;RU224;DSM 20092|ATCC 25865|JCM 5820|BCRC 14663|CCUG 34978|CCUG 39904|CGMCC 1.2203|KCTC 3234|LMG 10509|LMG 11569|NCFB 2245;yes;;;anaerobic;amygdalin|arbutin|cellobiose|D-arabinose|D-arabitol|D-fructose|D-fucose|D-glucose|D-lyxose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-tagatose|D-xylose|erythritol|esculin|galactitol|gentiobiose|gluconate|glycerol|glycogen|inulin|lactose|L-arabinose|L-arabitol|L-fucose|L-rhamnose|L-sorbose|L-xylose|maltose|melezitose|melibiose|methyl alpha-D-glucopyranoside|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|N-acetylglucosamine|Potassium 2-ketogluconate|Potassium 5-ketogluconate|raffinose|ribitol|salicin|starch|sucrose|trehalose|turanose|xylitol;GCA_002706665|GCA_000687595|1410605.4|1410605.6|2690316232|1690.4|2597490251|GCA_000771145|JHWN00000000|GCA_000741295|1410605.3|2823497638|2558860115;GCA_002706665;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/706/665/GCA_002706665.1_ASM270666v1/GCA_002706665.1_ASM270666v1_protein.faa.gz
548;164529;Bifidobacterium goeldii 2034B;bifidobacteriumgoeldii2034b;Bifidobacterium;bifidobacterium;Bifidobacterium goeldii;bifidobacteriumgoeldii;2034B;JCM 33353|CCUG 72815|LMG 30939;yes;;;facultative;cellobiose|D-arabinose|D-fructose|D-galactose|D-glucose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-xylose|gelatin|inulin|L-fucose|L-rhamnose|maltodextrin|melibiose|N-acetylgalactosamine|N-acetylglucosamine|nitrate|pullulan|raffinose|starch|sucrose|trehalose|turanose;GCA_003951095|2306975.3|2867275962|QXGL00000000;GCA_003951095;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/951/095/GCA_003951095.1_ASM395109v1/GCA_003951095.1_ASM395109v1_protein.faa.gz
549;132346;Bifidobacterium hapali MRM_8.14;bifidobacteriumhapalimrm814;Bifidobacterium;bifidobacterium;Bifidobacterium hapali;bifidobacteriumhapali;MRM_8.14;DSM 100202|JCM 30799|MRM 8.14;yes;;;aerobic;2-dehydro-D-gluconate|5-dehydro-D-gluconate|amygdalin|arbutin|cellobiose|D-arabinose|D-arabitol|D-fructose|D-fucose|D-galactose|D-glucose|D-lyxose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-tagatose|D-xylose|erythritol|esculin|galactitol|gentiobiose|gluconate|glycerol|glycogen|inulin|lactose|L-arabinose|L-arabitol|L-fucose|L-rhamnose|L-sorbose|L-xylose|maltose|melezitose|melibiose|methyl alpha-D-glucopyranoside|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|N-acetylglucosamine|nitrate|Potassium 2-ketogluconate|Potassium 5-ketogluconate|raffinose|ribitol|salicin|starch|sucrose|trehalose|turanose|xylitol;GCA_002259755|1630172.3|2791355243;GCA_002259755;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/259/755/GCA_002259755.1_ASM225975v1/GCA_002259755.1_ASM225975v1_protein.faa.gz
550;1700;Bifidobacterium indicum C-215;bifidobacteriumindicumc215;Bifidobacterium;bifidobacterium;Bifidobacterium indicum;bifidobacteriumindicum;C-215;CCUG 34986|LMG 18911|DSM 20216|ATCC 25911|JCM 5819|BCRC 14675|CGMCC 1.2279|KCTC 3233|LMG 11584;no;;;anaerobic;D-arabinose|D-arabitol|D-fructose|D-fucose|D-glucose|D-lyxose|D-mannitol|D-mannose|D-sorbitol|D-tagatose|erythritol|esculin|galactitol|glycerol|glycogen|inulin|L-arabinose|L-arabitol|L-fucose|L-rhamnose|L-sorbose|L-xylose|melezitose|melibiose|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|N-acetylglucosamine|Potassium 2-ketogluconate|raffinose|ribitol|starch|trehalose|xylitol;GCA_000737865|GCA_000771345|GCA_000967205|1687.6|2693429521|1687.3|2597490194|1437599.3|JDUF00000000|CP007287|2684622917|2645728051;GCA_000737865;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/737/865/GCA_000737865.1_ASM73786v1/GCA_000737865.1_ASM73786v1_protein.faa.gz
551;1707;Bifidobacterium indicum C 410;bifidobacteriumindicumc410;Bifidobacterium;bifidobacterium;Bifidobacterium indicum;bifidobacteriumindicum;C 410;DSM 20214|ATCC 25912|CCUG 34985|JCM 1302|BCRC 14674|CGMCC 1.2275|KCTC 3230|LMG 11587;yes;;;anaerobic;amygdalin|arbutin|cellobiose|D-arabinose|D-arabitol|D-fructose|D-fucose|D-galactose|D-glucose|D-lyxose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-tagatose|D-xylose|erythritol|esculin|galactitol|gentiobiose|glycerol|glycogen|inulin|lactose|L-arabinose|L-arabitol|L-fucose|L-rhamnose|L-sorbose|L-xylose|melezitose|methyl alpha-D-glucopyranoside|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|N-acetylglucosamine|Potassium 2-ketogluconate|raffinose|ribitol|salicin|starch|sucrose|trehalose|turanose|xylitol;GCA_000706765|GCA_000771325|GCA_003202665|1341694.4|1691.3|2802429577|2660238275|JDUE00000000|1341694.3|CP006018;GCA_000706765;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/706/765/GCA_000706765.1_ASM70676v1/GCA_000706765.1_ASM70676v1_protein.faa.gz
552;159320;Bifidobacterium jacchi;bifidobacteriumjacchi;Bifidobacterium;bifidobacterium;Bifidobacterium jacchi;bifidobacteriumjacchi;;DSM 103362|JCM 31788|MRM 9.3;yes;;;microaerophilic;amygdalin|arbutin|cellobiose|D-arabinose|D-arabitol|D-fructose|D-fucose|D-galactose|D-glucose|D-lyxose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-tagatose|D-xylose|erythritol|esculin|esculin ferric citrate|galactitol|gentiobiose|glycerol|glycogen|inulin|lactose|L-arabinose|L-arabitol|L-fucose|L-rhamnose|L-sorbose|L-xylose|maltose|melezitose|melibiose|methyl alpha-D-glucopyranoside|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|N-acetylglucosamine|nitrate|potassium 2-dehydro-D-gluconate|potassium 5-dehydro-D-gluconate|potassium gluconate|raffinose|ribitol|salicin|starch|sucrose|trehalose|turanose|xylitol;GCA_009078285|2490545.3|RQSP00000000|2891598198;GCA_009078285;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/078/285/GCA_009078285.1_ASM907828v1/GCA_009078285.1_ASM907828v1_protein.faa.gz
553;130215;Bifidobacterium lemurum;bifidobacteriumlemurum;Bifidobacterium;bifidobacterium;Bifidobacterium lemurum;bifidobacteriumlemurum;;DSM 28807|JCM 30168|LMC 13|KCTC 15888;yes;;;anaerobic;amygdalin|cellobiose|D-arabinose|D-arabitol|D-fructose|D-fucose|D-galactose|D-glucose|D-lyxose|D-mannitol|D-mannose|D-ribose|D-sorbitol|D-tagatose|D-xylose|erythritol|esculin|galactitol|gentiobiose|gluconate|glycerol|glycogen|inulin|lactose|L-arabinose|L-arabitol|L-fucose|L-rhamnose|L-sorbose|L-xylose|maltose|melezitose|melibiose|methyl alpha-D-glucopyranoside|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|N-acetylglucosamine|Potassium 2-ketogluconate|Potassium 5-ketogluconate|raffinose|ribitol|salicin|starch|sucrose|trehalose|turanose|xylitol;GCA_014898175|GCA_002259665|1603886.1|2791355249|BDIS00000000|2791355242|GCA_001895165|1603886.6|1603886.3|MWWX00000000;GCA_014898175;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/898/175/GCA_014898175.1_ASM1489817v1/GCA_014898175.1_ASM1489817v1_protein.faa.gz
554;1743;Bifidobacterium longum infantis S12;bifidobacteriumlonguminfantiss12;Bifidobacterium;bifidobacterium;Bifidobacterium longum;bifidobacteriumlongum;infantis S12;DSM 20088|ATCC 15697|NCTC 11817|JCM 1222|BCRC 14602|BCRC 15416|CCM 4990|CCUG 18368|CECT 4551|CGMCC 1.1853|CGMCC 1.2202|CIP 64.67|KCTC 3249|KCTC 3270|LMG 8811|NCFB 2205;yes;;;anaerobic;amygdalin|cellobiose|D-arabinose|D-arabitol|D-fructose|D-fucose|D-galactose|D-glucose|D-lyxose|D-mannitol|D-ribose|D-sorbitol|D-tagatose|D-xylose|erythritol|galactitol|gentiobiose|glycerol|lactose|L-arabinose|L-arabitol|L-fucose|L-rhamnose|L-sorbose|L-xylose|maltose|melezitose|melibiose|methyl alpha-D-glucopyranoside|methyl alpha-D-mannoside|methyl beta-D-xylopyranoside|myo-inositol|Potassium 2-ketogluconate|Potassium 5-ketogluconate|raffinose|ribitol|starch|sucrose|trehalose|turanose|xylitol;GCA_900637215|GCA_000020425|GCA_000269965|391904.5|391904.2|643348516|1682.48|2657245662|GCA_000771105|391904.8|LR134354|JDTT00000000|CP001095|651053007|AP010889;GCA_900637215;https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/215/GCA_900637215.1_49888_B01/GCA_900637215.1_49888_B01_protein.faa.gz
